,loss,accuracy,val_loss,val_accuracy,lr
0,2.0258233547210693,0.255094051361084,2.6639370918273926,0.24595017731189728,0.001
1,1.5760990381240845,0.39868512749671936,1.6040562391281128,0.36457061767578125,0.001
2,1.363741159439087,0.47905781865119934,1.4927369356155396,0.4248388707637787,0.001
3,1.232873558998108,0.5315656661987305,1.36264967918396,0.4861522316932678,0.001
4,1.1483465433120728,0.565743625164032,1.4609135389328003,0.45532137155532837,0.001
5,1.0701394081115723,0.5982236266136169,1.4897195100784302,0.47552689909935,0.001
6,1.0015918016433716,0.6211685538291931,1.7718390226364136,0.3680543601512909,0.001
7,0.8007068634033203,0.7044583559036255,1.126657485961914,0.5953666567802429,0.00020000001
8,0.6813194155693054,0.7485196590423584,1.1841545104980469,0.5969343185424805,0.00020000001
9,0.6004544496536255,0.7797805666923523,1.2023290395736694,0.5946699380874634,0.00020000001
10,0.5145201086997986,0.8121299147605896,1.3337286710739136,0.5788190364837646,0.00020000001
11,0.4147263467311859,0.8503569960594177,1.2837097644805908,0.6054694056510925,4.0000003e-05
12,0.3883645534515381,0.8589341640472412,1.3488585948944092,0.5918829441070557,4.0000003e-05
13,0.3599438965320587,0.8725618124008179,1.3298019170761108,0.6045985221862793,4.0000003e-05
14,0.3333887457847595,0.8796151280403137,1.3123024702072144,0.6160947680473328,8.000001e-06
15,0.32640552520751953,0.8839254379272461,1.323844313621521,0.6126110553741455,8.000001e-06
16,0.329872727394104,0.8814437389373779,1.326093077659607,0.6167914867401123,8.000001e-06
17,0.3212498426437378,0.8843608498573303,1.3258953094482422,0.6167914867401123,1.6000001e-06
18,0.3199518024921417,0.8861894607543945,1.3272266387939453,0.6166173219680786,1.6000001e-06
19,0.3196612298488617,0.885884702205658,1.3294366598129272,0.6169657111167908,1.6000001e-06
20,0.3162616789340973,0.8864942789077759,1.3287721872329712,0.6174882650375366,3.2000003e-07
21,0.3136490285396576,0.8900209069252014,1.3301278352737427,0.6174882650375366,3.2000003e-07
22,0.3171750605106354,0.8867990374565125,1.3298078775405884,0.6173140406608582,3.2000003e-07
23,0.3204750120639801,0.8853186964988708,1.3287745714187622,0.6174882650375366,6.4000005e-08
24,0.3150195777416229,0.887756884098053,1.3309999704360962,0.6174882650375366,6.4000005e-08
25,0.3247861862182617,0.8834030032157898,1.3303937911987305,0.6173140406608582,6.4000005e-08
26,0.3203451931476593,0.8851010203361511,1.3286101818084717,0.6169657111167908,1.2800001e-08
27,0.31523987650871277,0.889629065990448,1.3298598527908325,0.6171398758888245,1.2800001e-08
28,0.3152839243412018,0.8887583017349243,1.3288556337356567,0.6173140406608582,1.2800001e-08
29,0.31316426396369934,0.8900209069252014,1.3290765285491943,0.6171398758888245,2.5600002e-09
30,0.3154914081096649,0.8885841369628906,1.3300533294677734,0.6167914867401123,2.5600002e-09
31,0.3170872628688812,0.8872779607772827,1.3301559686660767,0.6173140406608582,2.5600002e-09
32,0.31226107478141785,0.8898467421531677,1.3294718265533447,0.6174882650375366,5.1200005e-10
33,0.31325507164001465,0.885188102722168,1.3299566507339478,0.6173140406608582,5.1200005e-10
34,0.31283995509147644,0.888975977897644,1.3292585611343384,0.6173140406608582,5.1200005e-10
35,0.3112303912639618,0.8889324069023132,1.329338550567627,0.6167914867401123,1.0240001e-10
36,0.3149476945400238,0.887800395488739,1.329290747642517,0.6173140406608582,1.0240001e-10
37,0.3174035847187042,0.8859282732009888,1.32928466796875,0.6171398758888245,1.0240001e-10
38,0.30718234181404114,0.8906304240226746,1.3311421871185303,0.6169657111167908,2.0480003e-11
39,0.31453534960746765,0.887800395488739,1.3288465738296509,0.6180108189582825,2.0480003e-11
40,0.3138086199760437,0.8888453245162964,1.3295044898986816,0.6171398758888245,2.0480003e-11
41,0.3207744359970093,0.885884702205658,1.329654574394226,0.6174882650375366,4.0960004e-12
42,0.3102684020996094,0.8888018131256104,1.32965087890625,0.6176624298095703,4.0960004e-12
43,0.31162938475608826,0.8881052136421204,1.3293997049331665,0.6173140406608582,4.0960004e-12
44,0.3120211064815521,0.8890194892883301,1.3280940055847168,0.6173140406608582,8.1920007e-13
45,0.318393737077713,0.8869296312332153,1.3302842378616333,0.6173140406608582,8.1920007e-13
46,0.3178369402885437,0.8855799436569214,1.330032229423523,0.6173140406608582,8.1920007e-13
47,0.3122778534889221,0.8893242478370667,1.330049753189087,0.6169657111167908,1.6384001e-13
48,0.3118777573108673,0.8884099721908569,1.3285930156707764,0.6167914867401123,1.6384001e-13
49,0.32077473402023315,0.8867554664611816,1.3284659385681152,0.6176624298095703,1.6384001e-13
